x1_PDPW112,y1_PDPW112,x2_PDPW112,y2_PDPW112,x1_PDQE102,y1_PDQE102,x2_PDQE102,y2_PDQE102,x1_PD112,y1_PD112,x2_PD112,y2_PD112,x1_PDPW104,y1_PDPW104,x2_PDPW104,y2_PDPW104,x1_PDPW106,y1_PDPW106,x2_PDPW106,y2_PDPW106,x1_PD106,y1_PD106,x2_PD106,y2_PD106,x1_PDQE103,y1_PDQE103,x2_PDQE103,y2_PDQE103,x1_PDQE107,y1_PDQE107,x2_PDQE107,y2_PDQE107,x1_PDPW107,y1_PDPW107,x2_PDPW107,y2_PDPW107,x1_PD111,y1_PD111,x2_PD111,y2_PD111,x1_PDQE105,y1_PDQE105,x2_PDQE105,y2_PDQE105,x1_PDPW110,y1_PDPW110,x2_PDPW110,y2_PDPW110,x1_PDPW109,y1_PDPW109,x2_PDPW109,y2_PDPW109,x1_PDPY101,y1_PDPY101,x2_PDPY101,y2_PDPY101,x1_PD122,y1_PD122,x2_PD122,y2_PD122,x1_PDQE112,y1_PDQE112,x2_PDQE112,y2_PDQE112,x1_PD120,y1_PD120,x2_PD120,y2_PD120,x1_PDQE104,y1_PDQE104,x2_PDQE104,y2_PDQE104,x1_PD108,y1_PD108,x2_PD108,y2_PD108,x1_PD104,y1_PD104,x2_PD104,y2_PD104,x1_PD109,y1_PD109,x2_PD109,y2_PD109,x1_PD126,y1_PD126,x2_PD126,y2_PD126,x1_PDQE114,y1_PDQE114,x2_PDQE114,y2_PDQE114,x1_PDQE113,y1_PDQE113,x2_PDQE113,y2_PDQE113,x1_PD121,y1_PD121,x2_PD121,y2_PD121,x1_PDPW113,y1_PDPW113,x2_PDPW113,y2_PDPW113,x1_PDQE108,y1_PDQE108,x2_PDQE108,y2_PDQE108,x1_PD107,y1_PD107,x2_PD107,y2_PD107,x1_PDQE115,y1_PDQE115,x2_PDQE115,y2_PDQE115,x1_PDPW111,y1_PDPW111,x2_PDPW111,y2_PDPW111,x1_PD119,y1_PD119,x2_PD119,y2_PD119
5.7367,5.9073,5.7367,5.6855,5.7367,4.9798,5.7367,6.3306,5.7367,5.4032,5.7367,8.1855,5.7367,4.5363,5.7367,6.6331,5.7367,4.6573,5.7367,3.4677,5.7367,4.3952,5.7367,,5.7367,5.8468,5.7367,5.0403,5.7367,5.0806,5.7367,4.3347,5.7367,4.0927,5.7367,3.7903,5.7367,5.0605,5.7367,5.4839,5.7367,5.0,5.7367,5.8266,5.7367,4.496,5.7367,5.9677,5.7367,4.3347,5.7367,4.3347,5.7367,4.4556,5.7367,5.2823,5.7367,5.0,5.7367,5.3024,5.7367,5.3629,5.7367,5.504,5.7367,,5.7367,,5.7367,3.4476,5.7367,4.1734,5.7367,4.9395,5.7367,,5.7367,4.496,5.7367,4.879,5.7367,3.9315,5.7367,4.6169,5.7367,4.4355,5.7367,4.5766,5.7367,5.7056,5.7367,6.5524,5.7367,5.6048,5.7367,5.0403,5.7367,6.6331,5.7367,5.0,5.7367,,5.7367,,5.7367,,5.7367,,5.7367,4.7984,5.7367,4.2944,5.7367,4.879,5.7367,4.2944,5.7367,3.2258,5.7367,6.2097,5.7367,4.3347,5.7367,5.2419
5.74,5.8468,5.74,5.7661,5.74,4.6976,5.74,6.6532,5.74,5.5645,5.74,8.0847,5.74,4.7177,5.74,6.5121,5.74,4.6169,5.74,3.5081,5.74,4.4758,5.74,,5.74,6.2298,5.74,5.2016,5.74,5.3226,5.74,4.5565,5.74,4.1935,5.74,3.9718,5.74,4.8185,5.74,5.6452,5.74,4.8992,5.74,5.6855,5.74,4.3145,5.74,,5.74,4.5565,5.74,4.6371,5.74,4.4355,5.74,5.3427,5.74,5.2621,5.74,5.121,5.74,5.3427,5.74,5.5847,5.74,,5.74,,5.74,3.7097,5.74,4.0927,5.74,5.0605,5.74,,5.74,4.6774,5.74,4.8387,5.74,4.0121,5.74,4.6371,5.74,4.5968,5.74,4.6774,5.74,5.5242,5.74,5.9073,5.74,5.5444,5.74,4.8589,5.74,6.8145,5.74,4.7782,5.74,3.9718,5.74,,5.74,,5.74,,5.74,4.6573,5.74,4.4758,5.74,4.9798,5.74,4.3145,5.74,3.3669,5.74,6.5121,5.74,4.496,5.74,5.2823
5.7433,5.8266,5.7433,5.6653,5.7433,4.5565,5.7433,6.754,5.7433,5.5645,5.7433,8.3871,5.7433,4.6371,5.7433,6.4315,5.7433,4.5968,5.7433,3.5484,5.7433,4.6774,5.7433,,5.7433,5.7863,5.7433,5.1008,5.7433,5.0403,5.7433,4.0323,5.7433,4.5363,5.7433,4.0323,5.7433,5.0605,5.7433,5.5645,5.7433,5.2016,5.7433,5.7661,5.7433,4.2944,5.7433,,5.7433,4.6371,5.7433,4.5968,5.7433,4.3347,5.7433,5.3831,5.7433,5.2016,5.7433,,5.7433,5.4032,5.7433,5.4637,5.7433,,5.7433,,5.7433,3.7097,5.7433,4.0524,5.7433,5.1008,5.7433,,5.7433,4.5565,5.7433,5.0202,5.7433,4.0323,5.7433,4.7984,5.7433,4.5363,5.7433,4.5565,5.7433,5.8468,5.7433,5.7661,5.7433,5.5242,5.7433,5.2016,5.7433,6.8548,5.7433,4.7782,5.7433,4.1129,5.7433,,5.7433,,5.7433,,5.7433,4.6774,5.7433,4.1734,5.7433,4.8589,5.7433,4.1935,5.7433,3.246,5.7433,6.8347,5.7433,4.3548,5.7433,5.1613
5.7467,5.8669,5.7467,5.7661,5.7467,4.6774,5.7467,6.3911,5.7467,5.6855,5.7467,8.0847,5.7467,4.7177,5.7467,6.3508,5.7467,4.6169,5.7467,3.4476,5.7467,4.5968,5.7467,,5.7467,5.8065,5.7467,5.2016,5.7467,5.3427,5.7467,4.3952,5.7467,4.496,5.7467,3.8911,5.7467,5.3024,5.7467,,5.7467,4.9798,5.7467,5.6452,5.7467,4.1331,5.7467,6.2097,5.7467,4.7581,5.7467,4.3548,5.7467,4.3548,5.7467,5.504,5.7467,4.9798,5.7467,4.9798,5.7467,5.5645,5.7467,5.4839,5.7467,,5.7467,,5.7467,3.8306,5.7467,4.1734,5.7467,5.1815,5.7467,,5.7467,4.6573,5.7467,4.8589,5.7467,4.0726,5.7467,4.6774,5.7467,4.6169,5.7467,4.5565,5.7467,5.625,5.7467,5.625,5.7467,5.8871,5.7467,4.6976,5.7467,6.7339,5.7467,5.0202,5.7467,4.0524,5.7467,,5.7467,,5.7467,,5.7467,4.9597,5.7467,4.1532,5.7467,4.7984,5.7467,4.1935,5.7467,3.4073,5.7467,7.2177,5.7467,4.4556,5.7467,5.1613
5.75,5.8065,5.75,5.8871,5.75,5.0202,5.75,6.4718,5.75,5.4839,5.75,8.1048,5.75,4.5968,5.75,6.1492,5.75,4.7177,5.75,3.4274,5.75,4.5565,5.75,,5.75,6.1895,5.75,4.9395,5.75,5.1411,5.75,4.5565,5.75,4.6774,5.75,3.8508,5.75,5.2016,5.75,,5.75,5.0806,5.75,5.9274,5.75,4.1331,5.75,5.8468,5.75,5.0,5.75,4.5363,5.75,4.3952,5.75,5.4234,5.75,5.2823,5.75,5.0806,5.75,5.5242,5.75,5.6452,5.75,4.8992,5.75,,5.75,3.5685,5.75,4.1331,5.75,5.1815,5.75,,5.75,4.5968,5.75,4.7782,5.75,3.9919,5.75,4.7177,5.75,4.5161,5.75,4.6573,5.75,5.7661,5.75,5.8468,5.75,5.4234,5.75,4.8992,5.75,6.8548,5.75,5.7258,5.75,4.1129,5.75,,5.75,,5.75,,5.75,4.6976,5.75,4.1734,5.75,5.1008,5.75,4.4556,5.75,3.3468,5.75,7.3387,5.75,4.4758,5.75,5.2218
5.7533,5.9879,5.7533,5.7863,5.7533,5.121,5.7533,6.371,5.7533,5.6452,5.7533,8.3065,5.7533,4.8992,5.7533,6.4113,5.7533,4.6371,5.7533,3.5484,5.7533,4.5565,5.7533,,5.7533,5.8065,5.7533,5.0403,5.7533,5.3427,5.7533,4.375,5.7533,4.6371,5.7533,3.8306,5.7533,5.0806,5.7533,5.4435,5.7533,5.1008,5.7533,5.8266,5.7533,3.9315,5.7533,,5.7533,4.9395,5.7533,4.8992,5.7533,4.7177,5.7533,5.504,5.7533,5.3629,5.7533,5.6048,5.7533,5.2016,5.7533,5.7056,5.7533,4.8387,5.7533,,5.7533,3.6694,5.7533,4.1331,5.7533,5.1411,5.7533,,5.7533,4.5968,5.7533,4.9194,5.7533,4.0121,5.7533,4.6976,5.7533,4.7379,5.7533,4.6774,5.7533,5.6855,5.7533,5.8669,5.7533,5.8669,5.7533,5.1008,5.7533,6.5524,5.7533,4.9798,5.7533,4.254,5.7533,,5.7533,,5.7533,,5.7533,4.9194,5.7533,4.5565,5.7533,5.0806,5.7533,4.3548,5.7533,3.3065,5.7533,7.3589,5.7533,4.4355,5.7533,5.3427
5.7567,5.9073,5.7567,5.9879,5.7567,5.0,5.7567,6.6532,5.7567,5.504,5.7567,8.3065,5.7567,4.8387,5.7567,6.2298,5.7567,4.7177,5.7567,3.629,5.7567,4.6976,5.7567,4.1532,5.7567,5.9677,5.7567,5.1411,5.7567,5.3427,5.7567,4.2742,5.7567,4.496,5.7567,4.0121,5.7567,5.4032,5.7567,5.4234,5.7567,5.3024,5.7567,5.8065,5.7567,4.1734,5.7567,,5.7567,4.6169,5.7567,5.1008,5.7567,4.3952,5.7567,5.7056,5.7567,5.2621,5.7567,4.7984,5.7567,5.5242,5.7567,5.6855,5.7567,4.879,5.7567,,5.7567,3.75,5.7567,4.0121,5.7567,5.2419,5.7567,,5.7567,4.6774,5.7567,4.8992,5.7567,4.1331,5.7567,4.6774,5.7567,4.6573,5.7567,4.7177,5.7567,5.7258,5.7567,5.8065,5.7567,5.6855,5.7567,5.0605,5.7567,6.7339,5.7567,5.2621,5.7567,4.4355,5.7567,,5.7567,,5.7567,,5.7567,4.7984,5.7567,4.1935,5.7567,5.1008,5.7567,4.9798,5.7567,3.5887,5.7567,7.4194,5.7567,4.3548,5.7567,5.2621
5.76,6.0081,5.76,5.9677,5.76,4.9798,5.76,6.4919,5.76,5.4032,5.76,8.4274,5.76,4.7177,5.76,6.129,5.76,4.6774,5.76,3.5081,5.76,4.496,5.76,4.2742,5.76,6.0484,5.76,5.4032,5.76,5.1815,5.76,4.496,5.76,4.7177,5.76,3.7903,5.76,5.2621,5.76,5.504,5.76,5.0202,5.76,5.8871,5.76,4.2137,5.76,6.3911,5.76,4.7177,5.76,4.9798,5.76,4.7782,5.76,5.5242,5.76,5.7056,5.76,5.6452,5.76,5.3831,5.76,5.6452,5.76,5.121,5.76,,5.76,3.7097,5.76,4.1734,5.76,5.121,5.76,,5.76,4.8185,5.76,5.0806,5.76,4.1935,5.76,4.7984,5.76,4.7581,5.76,4.6976,5.76,5.8468,5.76,5.8065,5.76,5.7258,5.76,4.8992,5.76,6.875,5.76,5.0403,5.76,4.0323,5.76,,5.76,,5.76,,5.76,4.8387,5.76,4.2137,5.76,5.2419,5.76,4.4758,5.76,3.3468,5.76,7.3992,5.76,4.4758,5.76,5.2419
5.7633,6.0484,5.7633,5.8065,5.7633,4.8589,5.7633,6.3911,5.7633,5.7661,5.7633,8.2661,5.7633,4.8185,5.7633,6.6129,5.7633,4.6371,5.7633,3.4879,5.7633,4.7984,5.7633,4.3347,5.7633,6.0887,5.7633,5.1008,5.7633,5.2823,5.7633,4.3952,5.7633,4.6573,5.7633,3.9315,5.7633,5.1613,5.7633,5.9274,5.7633,5.1008,5.7633,6.0685,5.7633,4.0121,5.7633,6.4315,5.7633,5.4839,5.7633,4.9798,5.7633,4.5161,5.7633,5.5645,5.7633,5.3629,5.7633,5.2218,5.7633,5.504,5.7633,5.6452,5.7633,,5.7633,,5.7633,3.7903,5.7633,4.254,5.7633,5.121,5.7633,,5.7633,4.8992,5.7633,4.9395,5.7633,4.2137,5.7633,4.7782,5.7633,4.6573,5.7633,4.879,5.7633,5.8669,5.7633,6.1089,5.7633,5.5847,5.7633,4.9597,5.7633,6.7742,5.7633,4.7581,5.7633,4.1129,5.7633,,5.7633,3.8306,5.7633,,5.7633,4.7984,5.7633,4.1935,5.7633,5.2218,5.7633,4.4153,5.7633,3.4879,5.7633,7.3387,5.7633,4.879,5.7633,5.3427
5.7667,6.1089,5.7667,6.0484,5.7667,4.9597,5.7667,6.5524,5.7667,5.625,5.7667,8.2863,5.7667,5.0,5.7667,6.3911,5.7667,4.7782,5.7667,3.6895,5.7667,4.6573,5.7667,4.254,5.7667,5.6653,5.7667,4.9597,5.7667,5.3831,5.7667,4.5161,5.7667,4.7581,5.7667,4.0121,5.7667,5.3831,5.7667,5.4637,5.7667,4.8992,5.7667,5.746,5.7667,4.375,5.7667,,5.7667,5.3024,5.7667,4.5565,5.7667,4.7177,5.7667,5.4637,5.7667,5.7056,5.7667,5.2621,5.7667,5.5645,5.7667,5.7258,5.7667,,5.7667,5.7258,5.7667,3.6492,5.7667,3.9919,5.7667,5.3831,5.7667,,5.7667,4.7177,5.7667,5.0806,5.7667,4.2339,5.7667,4.7177,5.7667,4.7581,5.7667,4.5766,5.7667,5.8669,5.7667,5.9677,5.7667,5.8468,5.7667,5.121,5.7667,6.8548,5.7667,5.1008,5.7667,3.9919,5.7667,,5.7667,4.2742,5.7667,,5.7667,4.8185,5.7667,4.0121,5.7667,5.1613,5.7667,4.5363,5.7667,3.4073,5.7667,7.5,5.7667,5.3024,5.7667,5.2823
5.77,6.129,5.77,5.9677,5.77,5.1613,5.77,6.4315,5.77,5.6048,5.77,8.3065,5.77,4.8589,5.77,6.5524,5.77,4.7379,5.77,3.7097,5.77,4.8589,5.77,4.6774,5.77,6.2298,5.77,4.9798,5.77,5.4032,5.77,4.7177,5.77,4.496,5.77,4.0323,5.77,5.7863,5.77,5.8266,5.77,5.4839,5.77,6.0484,5.77,4.1734,5.77,,5.77,5.3831,5.77,4.9194,5.77,4.7581,5.77,5.3024,5.77,5.625,5.77,5.0806,5.77,5.625,5.77,5.8468,5.77,,5.77,5.6048,5.77,3.7298,5.77,4.0323,5.77,5.2419,5.77,,5.77,4.7782,5.77,5.0605,5.77,4.0726,5.77,4.7581,5.77,4.7379,5.77,4.8387,5.77,5.8266,5.77,6.0282,5.77,5.8065,5.77,5.1613,5.77,6.9153,5.77,5.1411,5.77,4.375,5.77,,5.77,3.9315,5.77,,5.77,5.0,5.77,4.4556,5.77,4.9395,5.77,4.3952,5.77,3.5282,5.77,7.3387,5.77,5.6653,5.77,5.3427
5.7733,6.3306,5.7733,5.9274,5.7733,4.7782,5.7733,6.4315,5.7733,5.6653,5.7733,8.3669,5.7733,4.8185,5.7733,6.4718,5.7733,4.8185,5.7733,3.7702,5.7733,,5.7733,4.6774,5.7733,5.9274,5.7733,5.121,5.7733,5.4839,5.7733,4.6169,5.7733,4.5565,5.7733,3.9315,5.7733,5.1815,5.7733,5.7056,5.7733,5.3629,5.7733,5.4839,5.7733,4.2944,5.7733,6.5726,5.7733,5.1008,5.7733,5.1008,5.7733,4.4556,5.7733,5.504,5.7733,5.6048,5.7733,5.504,5.7733,5.6048,5.7733,5.7863,5.7733,,5.7733,5.8065,5.7733,3.7298,5.7733,4.1129,5.7733,5.3024,5.7733,,5.7733,4.9194,5.7733,4.9395,5.7733,4.0323,5.7733,4.8185,5.7733,4.5968,5.7733,4.7581,5.7733,6.0282,5.7733,6.0484,5.7733,5.9476,5.7733,5.0605,5.7733,6.8347,5.7733,4.9395,5.7733,4.0726,5.7733,,5.7733,4.1331,5.7733,,5.7733,4.9395,5.7733,4.2137,5.7733,5.1411,5.7733,4.4355,5.7733,3.5282,5.7733,7.4194,5.7733,5.9476,5.7733,5.3427
5.7767,6.3306,5.7767,5.9879,5.7767,4.5565,5.7767,6.2097,5.7767,5.7661,5.7767,8.0645,5.7767,5.0806,5.7767,6.4919,5.7767,4.7782,5.7767,3.75,5.7767,,5.7767,4.6976,5.7767,5.8871,5.7767,5.3024,5.7767,5.2621,5.7767,4.3548,5.7767,4.5363,5.7767,4.0323,5.7767,5.4032,5.7767,5.8871,5.7767,5.0605,5.7767,4.7782,5.7767,4.1129,5.7767,6.1694,5.7767,4.9194,5.7767,4.8589,5.7767,4.6573,5.7767,5.5645,5.7767,5.6855,5.7767,5.2823,5.7767,5.7056,5.7767,5.9879,5.7767,,5.7767,,5.7767,3.7097,5.7767,4.3548,5.7767,5.4032,5.7767,,5.7767,4.9395,5.7767,5.1008,5.7767,4.2339,5.7767,4.879,5.7767,4.6573,5.7767,4.8387,5.7767,5.746,5.7767,6.0484,5.7767,5.7258,5.7767,5.2621,5.7767,6.9355,5.7767,4.9798,5.7767,3.9113,5.7767,,5.7767,4.1129,5.7767,,5.7767,4.9597,5.7767,4.4153,5.7767,5.0403,5.7767,4.5968,5.7767,3.4879,5.7767,7.4798,5.7767,5.8669,5.7767,5.3226
5.78,6.1089,5.78,6.1089,5.78,5.1008,5.78,6.4315,5.78,5.7661,5.78,8.5685,5.78,5.1815,5.78,6.25,5.78,4.7984,5.78,3.7097,5.78,,5.78,4.879,5.78,6.4718,5.78,5.4435,5.78,5.5645,5.78,4.6371,5.78,4.5161,5.78,4.0323,5.78,5.7056,5.78,5.4637,5.78,5.3226,5.78,4.1734,5.78,4.1935,5.78,,5.78,4.9597,5.78,4.5968,5.78,4.6774,5.78,5.4032,5.78,5.746,5.78,5.746,5.78,5.7661,5.78,5.9476,5.78,,5.78,,5.78,3.8508,5.78,4.0927,5.78,5.121,5.78,,5.78,4.8387,5.78,5.121,5.78,4.2742,5.78,4.7782,5.78,4.9798,5.78,4.6976,5.78,5.9274,5.78,6.1895,5.78,5.7056,5.78,5.2823,5.78,7.0766,5.78,4.8589,5.78,4.1532,5.78,,5.78,3.9718,5.78,,5.78,5.1008,5.78,4.254,5.78,5.0605,5.78,4.5766,5.78,3.4274,5.78,7.5605,5.78,5.625,5.78,5.2419
5.7833,6.25,5.7833,6.129,5.7833,5.1613,5.7833,7.0766,5.7833,5.6855,5.7833,8.2258,5.7833,4.9395,5.7833,6.3508,5.7833,4.7379,5.7833,3.75,5.7833,,5.7833,4.8185,5.7833,6.0081,5.7833,5.4637,5.7833,5.4839,5.7833,4.6573,5.7833,4.7782,5.7833,3.9718,5.7833,5.6452,5.7833,5.7863,5.7833,5.4435,5.7833,4.254,5.7833,4.1935,5.7833,6.3306,5.7833,5.121,5.7833,4.6169,5.7833,4.6573,5.7833,5.7258,5.7833,5.9476,5.7833,5.7661,5.7833,5.8065,5.7833,6.0081,5.7833,,5.7833,,5.7833,3.629,5.7833,4.2137,5.7833,5.3629,5.7833,,5.7833,4.879,5.7833,4.9798,5.7833,4.1734,5.7833,4.879,5.7833,4.8992,5.7833,4.8387,5.7833,5.7661,5.7833,5.9476,5.7833,5.8669,5.7833,5.1411,5.7833,6.6532,5.7833,5.2621,5.7833,4.1532,5.7833,,5.7833,4.0524,5.7833,,5.7833,4.8185,5.7833,4.375,5.7833,5.2621,5.7833,4.4556,5.7833,3.5282,5.7833,7.5605,5.7833,5.7056,5.7833,5.2419
5.7867,6.2903,5.7867,6.0887,5.7867,5.1008,5.7867,7.0161,5.7867,5.7056,5.7867,8.3871,5.7867,4.9798,5.7867,6.2903,5.7867,4.7984,5.7867,3.75,5.7867,4.879,5.7867,4.8185,5.7867,6.2702,5.7867,5.2016,5.7867,5.3427,5.7867,5.1411,5.7867,4.6774,5.7867,4.1129,5.7867,5.5645,5.7867,5.8468,5.7867,5.1411,5.7867,4.2944,5.7867,4.254,5.7867,6.5323,5.7867,4.9194,5.7867,5.3024,5.7867,4.6573,5.7867,5.3427,5.7867,6.3105,5.7867,5.2823,5.7867,5.8065,5.7867,5.9476,5.7867,,5.7867,,5.7867,3.7298,5.7867,4.1331,5.7867,5.4234,5.7867,,5.7867,4.9798,5.7867,5.1815,5.7867,4.2137,5.7867,4.8387,5.7867,5.1613,5.7867,5.0605,5.7867,6.0484,5.7867,6.0887,5.7867,5.9476,5.7867,5.1411,5.7867,6.8952,5.7867,5.2016,5.7867,4.496,5.7867,,5.7867,4.1935,5.7867,,5.7867,4.7782,5.7867,4.2944,5.7867,5.2016,5.7867,4.4355,5.7867,3.4073,5.7867,7.5202,5.7867,5.5645,5.7867,5.2218
5.79,6.4113,5.79,6.0081,5.79,4.7581,5.79,6.6734,5.79,5.6452,5.79,8.1855,5.79,5.0,5.79,6.5323,5.79,4.8589,5.79,3.871,5.79,4.8992,5.79,4.8185,5.79,6.2903,5.79,5.4435,5.79,5.2823,5.79,5.4839,5.79,4.5968,5.79,3.9113,5.79,5.7258,5.79,5.7661,5.79,5.5444,5.79,4.2339,5.79,4.1532,5.79,6.25,5.79,5.625,5.79,5.121,5.79,4.6774,5.79,5.4637,5.79,5.8266,5.79,5.2621,5.79,5.6653,5.79,5.8065,5.79,5.4435,5.79,,5.79,3.8911,5.79,4.2137,5.79,5.3226,5.79,,5.79,4.8992,5.79,5.1613,5.79,4.8992,5.79,4.9597,5.79,5.0,5.79,4.8185,5.79,6.0081,5.79,6.2298,5.79,6.0685,5.79,5.0605,5.79,7.0161,5.79,5.2016,5.79,4.1129,5.79,,5.79,4.2742,5.79,,5.79,5.121,5.79,4.6774,5.79,5.2823,5.79,5.2218,5.79,3.4476,5.79,7.5202,5.79,5.6855,5.79,5.2419
5.7933,6.371,5.7933,6.0282,5.7933,4.9194,5.7933,6.7944,5.7933,5.8065,5.7933,8.2258,5.7933,4.9597,5.7933,6.6532,5.7933,4.8589,5.7933,3.7903,5.7933,4.7581,5.7933,4.8387,5.7933,5.6855,5.7933,5.1815,5.7933,5.4839,5.7933,5.8266,5.7933,4.6573,5.7933,4.0726,5.7933,5.7056,5.7933,6.0887,5.7933,5.5847,5.7933,4.6774,5.7933,4.3145,5.7933,6.4113,5.7933,5.1008,5.7933,5.0605,5.7933,4.7984,5.7933,5.7056,5.7933,5.5242,5.7933,5.9274,5.7933,5.504,5.7933,5.9476,5.7933,5.4032,5.7933,,5.7933,3.4476,5.7933,4.496,5.7933,5.4839,5.7933,,5.7933,5.0202,5.7933,5.3831,5.7933,4.9798,5.7933,5.0202,5.7933,5.0403,5.7933,4.8589,5.7933,6.0282,5.7933,6.2097,5.7933,5.9073,5.7933,5.3427,5.7933,6.754,5.7933,4.9597,5.7933,4.3347,5.7933,,5.7933,4.0323,5.7933,,5.7933,4.8185,5.7933,4.3347,5.7933,5.3024,5.7933,5.3024,5.7933,3.5484,5.7933,7.5806,5.7933,5.7863,5.7933,5.2621
5.7967,6.3105,5.7967,6.1089,5.7967,5.0605,5.7967,6.7742,5.7967,5.9073,5.7967,8.2661,5.7967,4.9395,5.7967,6.4919,5.7967,4.7984,5.7967,3.8508,5.7967,4.9597,5.7967,4.8185,5.7967,5.7863,5.7967,5.2621,5.7967,5.3629,5.7967,6.2298,5.7967,4.6371,5.7967,4.1532,5.7967,5.6653,5.7967,6.25,5.7967,5.3024,5.7967,4.7782,5.7967,4.6573,5.7967,6.5726,5.7967,5.5444,5.7967,5.1411,5.7967,4.7984,5.7967,5.4435,5.7967,6.2097,5.7967,5.6653,5.7967,5.6855,5.7967,6.0887,5.7967,5.2218,5.7967,,5.7967,3.629,5.7967,4.1331,5.7967,5.4234,5.7967,7.2177,5.7967,4.879,5.7967,5.1815,5.7967,5.1411,5.7967,5.0202,5.7967,4.8185,5.7967,5.1613,5.7967,5.8266,5.7967,6.25,5.7967,5.8871,5.7967,5.2621,5.7967,6.9355,5.7967,5.1008,5.7967,4.496,5.7967,,5.7967,4.2944,5.7967,,5.7967,5.1008,5.7967,4.4758,5.7967,5.1613,5.7967,5.9073,5.7967,3.4879,5.7967,7.5605,5.7967,5.8065,5.7967,5.3427
5.8,6.3306,5.8,6.1895,5.8,5.0403,5.8,6.6935,5.8,5.9476,5.8,8.2863,5.8,5.2419,5.8,6.6331,5.8,4.8185,5.8,3.871,5.8,4.9395,5.8,4.7581,5.8,5.9879,5.8,5.2823,5.8,5.3629,5.8,6.1895,5.8,4.7984,5.8,3.9919,5.8,5.746,5.8,6.0484,5.8,5.2621,5.8,4.496,5.8,4.3145,5.8,6.3306,5.8,5.504,5.8,5.1008,5.8,4.6371,5.8,5.6653,5.8,5.7258,5.8,5.7258,5.8,5.8065,5.8,6.0282,5.8,5.4234,5.8,,5.8,3.4879,5.8,4.3548,5.8,5.3831,5.8,,5.8,4.8992,5.8,5.1613,5.8,5.3629,5.8,4.8589,5.8,5.0,5.8,4.9194,5.8,5.7863,5.8,6.1895,5.8,5.8871,5.8,5.3024,5.8,6.7944,5.8,5.3024,5.8,4.1734,5.8,,5.8,4.4153,5.8,,5.8,5.2218,5.8,4.3952,5.8,5.1613,5.8,6.2903,5.8,3.5887,5.8,7.5605,5.8,5.6653,5.8,5.4032
5.8033,6.3105,5.8033,6.1089,5.8033,5.3427,5.8033,6.5927,5.8033,5.9476,5.8033,8.3065,5.8033,5.0202,5.8033,6.6532,5.8033,4.7782,5.8033,3.9516,5.8033,4.7581,5.8033,4.8387,5.8033,6.1492,5.8033,5.504,5.8033,5.6048,5.8033,6.0484,5.8033,4.6169,5.8033,3.9919,5.8033,5.5847,5.8033,6.0685,5.8033,5.3831,5.8033,4.5161,5.8033,4.4556,5.8033,6.5524,5.8033,5.5847,5.8033,4.7581,5.8033,4.8589,5.8033,5.4637,5.8033,6.1089,5.8033,5.9677,5.8033,5.8468,5.8033,6.1694,5.8033,,5.8033,,5.8033,3.6492,5.8033,4.1129,5.8033,5.3629,5.8033,,5.8033,4.8589,5.8033,5.2621,5.8033,5.2016,5.8033,5.0605,5.8033,5.1411,5.8033,4.9798,5.8033,6.2702,5.8033,6.0685,5.8033,5.9677,5.8033,4.9798,5.8033,6.9556,5.8033,5.2016,5.8033,4.1935,5.8033,,5.8033,4.4758,5.8033,,5.8033,5.0806,5.8033,4.3145,5.8033,5.2419,5.8033,7.1169,5.8033,3.629,5.8033,7.7016,5.8033,5.7056,5.8033,5.3831
5.8067,6.25,5.8067,6.0282,5.8067,5.2621,5.8067,6.9556,5.8067,5.9073,5.8067,8.3669,5.8067,5.3024,5.8067,6.3911,5.8067,4.8185,5.8067,3.9113,5.8067,4.9395,5.8067,4.9194,5.8067,6.129,5.8067,5.7056,5.8067,5.7863,5.8067,6.3508,5.8067,4.7581,5.8067,4.0726,5.8067,5.9476,5.8067,6.0282,5.8067,5.3226,5.8067,4.6573,5.8067,4.3548,5.8067,6.0484,5.8067,5.2823,5.8067,5.121,5.8067,4.7379,5.8067,5.6048,5.8067,6.25,5.8067,5.5847,5.8067,5.7863,5.8067,5.9879,5.8067,,5.8067,5.504,5.8067,3.75,5.8067,4.375,5.8067,5.4637,5.8067,,5.8067,4.8589,5.8067,5.2621,5.8067,5.3629,5.8067,5.0,5.8067,5.2621,5.8067,4.9395,5.8067,5.9274,5.8067,6.2097,5.8067,6.0685,5.8067,5.2419,5.8067,6.9556,5.8067,5.6048,5.8067,4.3347,5.8067,,5.8067,4.2339,5.8067,,5.8067,5.0,5.8067,4.5565,5.8067,5.3629,5.8067,6.875,5.8067,3.5685,5.8067,7.7016,5.8067,5.8266,5.8067,5.3629
