x1_PDPW112,y1_PDPW112,x2_PDPW112,y2_PDPW112,x1_PDQE102,y1_PDQE102,x2_PDQE102,y2_PDQE102,x1_PD112,y1_PD112,x2_PD112,y2_PD112,x1_PDPW104,y1_PDPW104,x2_PDPW104,y2_PDPW104,x1_PDPW106,y1_PDPW106,x2_PDPW106,y2_PDPW106,x1_PD106,y1_PD106,x2_PD106,y2_PD106,x1_PDQE103,y1_PDQE103,x2_PDQE103,y2_PDQE103,x1_PDQE107,y1_PDQE107,x2_PDQE107,y2_PDQE107,x1_PDPW107,y1_PDPW107,x2_PDPW107,y2_PDPW107,x1_PD111,y1_PD111,x2_PD111,y2_PD111,x1_PDQE105,y1_PDQE105,x2_PDQE105,y2_PDQE105,x1_PDPW110,y1_PDPW110,x2_PDPW110,y2_PDPW110,x1_PDPW109,y1_PDPW109,x2_PDPW109,y2_PDPW109,x1_PDPY101,y1_PDPY101,x2_PDPY101,y2_PDPY101,x1_PD122,y1_PD122,x2_PD122,y2_PD122,x1_PDQE112,y1_PDQE112,x2_PDQE112,y2_PDQE112,x1_PD120,y1_PD120,x2_PD120,y2_PD120,x1_PDQE104,y1_PDQE104,x2_PDQE104,y2_PDQE104,x1_PD108,y1_PD108,x2_PD108,y2_PD108,x1_PD104,y1_PD104,x2_PD104,y2_PD104,x1_PD109,y1_PD109,x2_PD109,y2_PD109,x1_PD126,y1_PD126,x2_PD126,y2_PD126,x1_PDQE114,y1_PDQE114,x2_PDQE114,y2_PDQE114,x1_PDQE113,y1_PDQE113,x2_PDQE113,y2_PDQE113,x1_PD121,y1_PD121,x2_PD121,y2_PD121,x1_PDPW113,y1_PDPW113,x2_PDPW113,y2_PDPW113,x1_PDQE108,y1_PDQE108,x2_PDQE108,y2_PDQE108,x1_PD107,y1_PD107,x2_PD107,y2_PD107,x1_PDQE115,y1_PDQE115,x2_PDQE115,y2_PDQE115,x1_PDPW111,y1_PDPW111,x2_PDPW111,y2_PDPW111,x1_PD119,y1_PD119,x2_PD119,y2_PD119
9.03,-9.7581,9.03,-8.7702,9.03,-10.2218,9.03,-9.0927,9.03,-10.3024,9.03,-10.3831,9.03,-7.7218,9.03,,9.03,-9.8387,9.03,-8.4476,9.03,,9.03,-10.0605,9.03,-8.871,9.03,-6.0081,9.03,-10.1613,9.03,-10.3226,9.03,-13.4476,9.03,-9.4355,9.03,-10.0202,9.03,,9.03,-10.3024,9.03,-10.8669,9.03,-9.4556,9.03,-9.5968,9.03,-9.375,9.03,-10.4839,9.03,-8.2863,9.03,-10.0202,9.03,-10.4435,9.03,-9.8185,9.03,-9.6573,9.03,-9.1734,9.03,,9.03,,9.03,-9.6169,9.03,-9.7984,9.03,-10.504,9.03,-10.3226,9.03,-10.2218,9.03,-8.9919,9.03,-10.0605,9.03,-9.9597,9.03,-10.8871,9.03,-10.4637,9.03,-9.8387,9.03,-8.8306,9.03,-9.5968,9.03,-10.2419,9.03,-10.5847,9.03,-9.1129,9.03,-9.1935,9.03,-8.8105,9.03,-10.2218,9.03,-10.9476,9.03,-11.0887,9.03,-10.9476,9.03,-10.0806,9.03,-10.8669,9.03,-9.0726,9.03,-9.1734,9.03,-10.8065,9.03,-9.3952
9.0333,-10.0605,9.0333,-8.9718,9.0333,-10.5645,9.0333,-9.3952,9.0333,-10.0403,9.0333,-10.625,9.0333,-7.8629,9.0333,,9.0333,-9.9597,9.0333,-8.8911,9.0333,-17.5605,9.0333,-10.3226,9.0333,-9.0524,9.0333,-5.7863,9.0333,-10.2823,9.0333,-10.1613,9.0333,-13.3266,9.0333,-9.6371,9.0333,-10.1411,9.0333,-9.4153,9.0333,-10.3226,9.0333,-10.625,9.0333,-8.871,9.0333,-9.0323,9.0333,-8.9919,9.0333,-10.0605,9.0333,-8.4476,9.0333,-10.0202,9.0333,-9.7782,9.0333,-9.5968,9.0333,-9.7177,9.0333,-9.5766,9.0333,,9.0333,,9.0333,-9.6169,9.0333,-9.6573,9.0333,-10.5444,9.0333,-10.2621,9.0333,-10.1613,9.0333,-9.1935,9.0333,-10.0,9.0333,-10.1815,9.0333,-10.8065,9.0333,-10.4839,9.0333,-9.6774,9.0333,-8.6895,9.0333,-9.5565,9.0333,-10.7056,9.0333,-10.746,9.0333,-9.0121,9.0333,-8.9919,9.0333,-9.2137,9.0333,-12.1774,9.0333,-10.7661,9.0333,-11.0081,9.0333,-10.9879,9.0333,-10.3831,9.0333,-10.746,9.0333,-9.2137,9.0333,-9.0726,9.0333,-10.6855,9.0333,-9.8387
9.0367,-9.9194,9.0367,-8.9516,9.0367,-10.2823,9.0367,-9.496,9.0367,-10.1008,9.0367,-10.7661,9.0367,-7.7218,9.0367,,9.0367,-9.9194,9.0367,-9.1734,9.0367,-17.6411,9.0367,-10.3831,9.0367,-9.4153,9.0367,-5.9879,9.0367,-10.1613,9.0367,-10.3629,9.0367,-13.2863,9.0367,-9.7379,9.0367,-10.504,9.0367,-9.3952,9.0367,-10.2823,9.0367,-10.3427,9.0367,-9.375,9.0367,-9.3548,9.0367,-9.0121,9.0367,-10.5444,9.0367,-8.629,9.0367,-9.9194,9.0367,-10.4637,9.0367,-9.6573,9.0367,-9.2742,9.0367,-9.2137,9.0367,,9.0367,,9.0367,-9.5968,9.0367,-9.6371,9.0367,-10.4637,9.0367,-10.6452,9.0367,-10.2419,9.0367,-9.0121,9.0367,-9.8992,9.0367,-9.8387,9.0367,-10.9073,9.0367,-10.6048,9.0367,-10.0806,9.0367,-8.6694,9.0367,-9.8589,9.0367,-11.0081,9.0367,-10.746,9.0367,-9.2137,9.0367,-8.871,9.0367,-9.0121,9.0367,-12.4395,9.0367,-10.8871,9.0367,-11.1895,9.0367,-11.0282,9.0367,-10.1008,9.0367,-10.8468,9.0367,-9.0323,9.0367,-9.1331,9.0367,-10.7056,9.0367,-9.879
9.04,-9.9798,9.04,-9.0121,9.04,-10.0202,9.04,-9.2339,9.04,-10.2016,9.04,-10.7661,9.04,-8.004,9.04,-11.7944,9.04,-9.9798,9.04,-9.5968,9.04,-17.7419,9.04,-10.1613,9.04,,9.04,-5.8065,9.04,-10.0605,9.04,-10.4839,9.04,-13.0242,9.04,-9.4758,9.04,-10.3427,9.04,,9.04,-10.121,9.04,-10.7056,9.04,-9.2137,9.04,-8.6895,9.04,-9.2944,9.04,-9.7581,9.04,-8.5282,9.04,-9.7782,9.04,-10.3226,9.04,-9.6774,9.04,-9.5766,9.04,-9.1129,9.04,,9.04,,9.04,-9.5766,9.04,-9.5766,9.04,-10.6048,9.04,-11.0081,9.04,-10.4234,9.04,-8.7903,9.04,-10.0403,9.04,-10.0,9.04,-10.9677,9.04,-10.504,9.04,-10.0806,9.04,-9.0726,9.04,-9.5968,9.04,-10.8468,9.04,-10.5242,9.04,-8.9718,9.04,-9.2742,9.04,-9.496,9.04,-12.4597,9.04,-10.8468,9.04,-11.0282,9.04,-10.9677,9.04,-10.0605,9.04,-11.0887,9.04,-9.1734,9.04,-9.0323,9.04,-10.8065,9.04,-9.7782
9.0433,-9.7984,9.0433,-9.1532,9.0433,-10.4637,9.0433,-9.254,9.0433,-10.0202,9.0433,-10.625,9.0433,-7.7621,9.0433,,9.0433,-9.9597,9.0433,-9.9194,9.0433,,9.0433,-10.3831,9.0433,-14.7782,9.0433,-5.7863,9.0433,-10.0605,9.0433,-10.3024,9.0433,-13.0847,9.0433,-9.5968,9.0433,,9.0433,,9.0433,-10.0605,9.0433,-10.5444,9.0433,-9.1935,9.0433,-9.0726,9.0433,-9.254,9.0433,-10.9476,9.0433,-8.5484,9.0433,-9.7782,9.0433,-10.1008,9.0433,-9.6573,9.0433,-10.0,9.0433,-8.9315,9.0433,,9.0433,,9.0433,-9.6169,9.0433,-9.7782,9.0433,-10.5847,9.0433,-11.5323,9.0433,-10.3024,9.0433,-8.8306,9.0433,-10.1815,9.0433,-10.0202,9.0433,-11.0685,9.0433,-10.4032,9.0433,-9.9395,9.0433,-9.3952,9.0433,-9.6573,9.0433,-10.7258,9.0433,-10.3024,9.0433,-8.9718,9.0433,-9.4556,9.0433,-9.3347,9.0433,-12.5202,9.0433,-10.625,9.0433,-11.1492,9.0433,-11.0887,9.0433,-10.2621,9.0433,-11.0685,9.0433,-9.2137,9.0433,-9.1935,9.0433,-10.7258,9.0433,-9.4153
9.0467,-10.2621,9.0467,-8.9718,9.0467,-10.1008,9.0467,-9.4153,9.0467,-10.3427,9.0467,-10.5847,9.0467,,9.0467,-11.7339,9.0467,-10.0,9.0467,-10.2016,9.0467,,9.0467,-10.2621,9.0467,,9.0467,-6.0685,9.0467,-9.8992,9.0467,-10.4839,9.0467,-13.0847,9.0467,-9.496,9.0467,,9.0467,-9.3347,9.0467,-10.5444,9.0467,-10.6048,9.0467,-9.0726,9.0467,-9.7177,9.0467,-8.9718,9.0467,-10.6653,9.0467,-8.5081,9.0467,-9.8589,9.0467,-10.0806,9.0467,-9.5565,9.0467,-9.6371,9.0467,-9.0726,9.0467,,9.0467,,9.0467,-9.496,9.0467,-9.7984,9.0467,-10.3831,9.0467,-11.3508,9.0467,-10.3629,9.0467,-8.9315,9.0467,-10.1008,9.0467,-10.121,9.0467,-10.9073,9.0467,-10.5645,9.0467,-9.9395,9.0467,-10.2823,9.0467,-10.0605,9.0467,-11.0484,9.0467,-10.7258,9.0467,-9.0121,9.0467,-8.6089,9.0467,-9.4758,9.0467,-12.1371,9.0467,-10.9274,9.0467,-10.9274,9.0467,-11.5121,9.0467,-9.9798,9.0467,-10.8266,9.0467,-9.2137,9.0467,-9.2137,9.0467,-10.6653,9.0467,-9.2339
9.05,-10.1613,9.05,-9.0726,9.05,-9.879,9.05,-9.3145,9.05,-10.0202,9.05,-10.3831,9.05,-7.8427,9.05,-12.5403,9.05,-9.9798,9.05,-10.2016,9.05,,9.05,-10.3427,9.05,,9.05,-5.8266,9.05,-10.1008,9.05,-10.2621,9.05,-13.2863,9.05,-9.7379,9.05,-10.1411,9.05,-9.3145,9.05,-10.5444,9.05,-10.9073,9.05,-8.7298,9.05,-8.6895,9.05,-9.1532,9.05,-9.9395,9.05,-8.5081,9.05,-10.2016,9.05,-10.2016,9.05,-9.8589,9.05,-9.8185,9.05,-9.1935,9.05,-11.8952,9.05,,9.05,-9.5565,9.05,-9.7581,9.05,-10.504,9.05,-11.4315,9.05,-10.2621,9.05,-8.9718,9.05,-10.0605,9.05,-10.0403,9.05,-10.8065,9.05,-10.6653,9.05,-10.0605,9.05,-10.6653,9.05,-9.8185,9.05,-11.0685,9.05,-10.625,9.05,-9.2944,9.05,-9.0524,9.05,-8.6492,9.05,-12.2581,9.05,-11.0887,9.05,-11.1694,9.05,-10.9476,9.05,-9.8992,9.05,-11.2097,9.05,-9.3145,9.05,-9.3347,9.05,-10.746,9.05,-9.1532
9.0533,-10.2016,9.0533,-8.8105,9.0533,-10.0,9.0533,-9.254,9.0533,-10.2419,9.0533,-10.1613,9.0533,-8.2056,9.0533,-11.7742,9.0533,-9.9597,9.0533,-10.2218,9.0533,,9.0533,-10.2621,9.0533,,9.0533,-6.2298,9.0533,-10.1008,9.0533,-10.4637,9.0533,-13.0645,9.0533,-9.496,9.0533,-10.6653,9.0533,,9.0533,-10.4435,9.0533,-10.8669,9.0533,-9.9194,9.0533,-8.8306,9.0533,-9.254,9.0533,-11.0685,9.0533,-8.6895,9.0533,-10.1008,9.0533,-10.2016,9.0533,-9.5766,9.0533,-9.7984,9.0533,-9.1532,9.0533,-11.9355,9.0533,,9.0533,-9.7581,9.0533,-9.6573,9.0533,-10.5242,9.0533,-11.2097,9.0533,-10.4032,9.0533,-8.8911,9.0533,-10.1411,9.0533,-10.0202,9.0533,-10.8065,9.0533,-10.5847,9.0533,-9.9395,9.0533,-10.5444,9.0533,-10.0403,9.0533,-10.5444,9.0533,-10.5242,9.0533,-9.1532,9.0533,-9.496,9.0533,-9.254,9.0533,-12.7419,9.0533,-10.9476,9.0533,-11.25,9.0533,-11.0081,9.0533,-9.9395,9.0533,-10.8065,9.0533,-9.2944,9.0533,-9.2944,9.0533,-10.8468,9.0533,-9.2137
9.0567,-10.2621,9.0567,-9.0726,9.0567,-10.3024,9.0567,-9.375,9.0567,-10.2419,9.0567,-9.9194,9.0567,-7.9637,9.0567,,9.0567,-10.0605,9.0567,-10.504,9.0567,,9.0567,-10.3226,9.0567,,9.0567,-5.8468,9.0567,-10.1815,9.0567,-10.2016,9.0567,-13.0444,9.0567,-9.5766,9.0567,-9.8992,9.0567,,9.0567,-10.2823,9.0567,-10.4637,9.0567,-9.879,9.0567,-8.9315,9.0567,-9.0726,9.0567,-10.1815,9.0567,-8.5484,9.0567,-10.3831,9.0567,-10.5645,9.0567,-9.5766,9.0567,-9.879,9.0567,-9.0927,9.0567,-11.8548,9.0567,,9.0567,-9.7177,9.0567,-9.6976,9.0567,-10.504,9.0567,-10.9879,9.0567,-10.2218,9.0567,-8.9113,9.0567,-10.121,9.0567,-9.9194,9.0567,-10.746,9.0567,-10.7258,9.0567,-9.9798,9.0567,-10.1613,9.0567,-10.1008,9.0567,-11.0282,9.0567,-10.625,9.0567,-9.1734,9.0567,-9.6573,9.0567,-9.0726,9.0567,-12.7016,9.0567,-11.0081,9.0567,-10.8266,9.0567,-10.9274,9.0567,-10.3629,9.0567,-11.2097,9.0567,-9.1532,9.0567,-9.1532,9.0567,-10.7258,9.0567,-9.3548
9.06,-10.3629,9.06,-9.0927,9.06,-10.1411,9.06,-9.4556,9.06,-10.1411,9.06,-10.4637,9.06,,9.06,,9.06,-9.9798,9.06,-10.4234,9.06,-17.6411,9.06,-10.5444,9.06,,9.06,-6.129,9.06,-10.3226,9.06,-10.3831,9.06,-13.2258,9.06,-9.5363,9.06,-10.9879,9.06,-10.0202,9.06,-10.2016,9.06,-10.6653,9.06,-9.0121,9.06,-9.2137,9.06,-9.1935,9.06,-10.8871,9.06,-8.6492,9.06,-10.2621,9.06,-9.8387,9.06,-9.7984,9.06,-9.7177,9.06,-9.2137,9.06,-11.6532,9.06,,9.06,-9.7581,9.06,-9.7177,9.06,-10.4839,9.06,-11.0685,9.06,-10.3629,9.06,-8.8911,9.06,-10.1613,9.06,-10.0605,9.06,-10.746,9.06,-10.6452,9.06,-9.8589,9.06,-9.9194,9.06,-9.8589,9.06,-10.5242,9.06,-10.7661,9.06,-9.1734,9.06,-9.0726,9.06,-8.8306,9.06,-12.8629,9.06,-10.7661,9.06,-11.0887,9.06,-11.1694,9.06,-10.0806,9.06,-10.9677,9.06,-9.1734,9.06,-9.2137,9.06,-10.7258,9.06,-9.3347
9.0633,-10.4435,9.0633,-9.0323,9.0633,-10.1815,9.0633,-9.1734,9.0633,-10.2823,9.0633,-10.2621,9.0633,-8.2258,9.0633,,9.0633,-9.9194,9.0633,-10.4637,9.0633,-17.3589,9.0633,-10.3629,9.0633,,9.0633,-6.2298,9.0633,-10.0605,9.0633,-10.4032,9.0633,-13.1653,9.0633,-9.3952,9.0633,-10.6048,9.0633,-9.5363,9.0633,-10.504,9.0633,-10.625,9.0633,-9.6371,9.0633,-9.254,9.0633,-9.5161,9.0633,,9.0633,-8.6694,9.0633,-10.2621,9.0633,-10.2016,9.0633,-9.4556,9.0633,-9.7177,9.0633,-9.2742,9.0633,,9.0633,,9.0633,-9.6169,9.0633,-9.6573,9.0633,-10.6048,9.0633,-10.9274,9.0633,-10.4637,9.0633,-9.0524,9.0633,-9.9194,9.0633,-10.0605,9.0633,-10.9879,9.0633,-10.8065,9.0633,-9.9597,9.0633,-9.7379,9.0633,-9.2944,9.0633,-10.9274,9.0633,-10.504,9.0633,-9.0726,9.0633,-8.8105,9.0633,-9.3347,9.0633,-12.8629,9.0633,-10.7661,9.0633,-11.0887,9.0633,-10.8871,9.0633,-10.4234,9.0633,-10.9677,9.0633,-9.1532,9.0633,-9.254,9.0633,-10.8266,9.0633,-9.3347
9.0667,-10.504,9.0667,-9.2137,9.0667,-10.3427,9.0667,-9.5968,9.0667,-10.121,9.0667,-10.4032,9.0667,-8.2056,9.0667,,9.0667,-9.9798,9.0667,-10.3226,9.0667,-17.621,9.0667,-10.4435,9.0667,,9.0667,-5.9274,9.0667,-10.0403,9.0667,-10.4032,9.0667,-13.3468,9.0667,-9.6774,9.0667,,9.0667,-9.0524,9.0667,-10.4637,9.0667,-10.5242,9.0667,-9.2339,9.0667,-8.9516,9.0667,-9.0927,9.0667,,9.0667,-8.3871,9.0667,-10.1008,9.0667,-10.1613,9.0667,-9.4355,9.0667,-9.8387,9.0667,-9.2339,9.0667,,9.0667,,9.0667,-9.6169,9.0667,-9.8992,9.0667,-10.625,9.0667,-11.1089,9.0667,-10.3226,9.0667,-8.8911,9.0667,-10.0202,9.0667,-10.1613,9.0667,-10.9274,9.0667,-10.5444,9.0667,-9.9395,9.0667,-9.9194,9.0667,-10.0,9.0667,-11.2903,9.0667,-10.3226,9.0667,-9.0323,9.0667,-9.7379,9.0667,-17.0363,9.0667,-12.6613,9.0667,-10.9476,9.0667,-11.0484,9.0667,-11.4315,9.0667,-10.0202,9.0667,-11.0484,9.0667,-9.3548,9.0667,-9.2339,9.0667,-10.7863,9.0667,-9.254
9.07,-10.3226,9.07,-9.0927,9.07,-10.2419,9.07,-9.496,9.07,-10.1411,9.07,-10.4234,9.07,-7.9637,9.07,,9.07,-9.9395,9.07,-10.4234,9.07,-17.5403,9.07,-10.4637,9.07,,9.07,-5.8065,9.07,-10.0605,9.07,-10.4435,9.07,-13.0847,9.07,-9.5161,9.07,,9.07,-9.6169,9.07,-10.3831,9.07,-10.4435,9.07,-8.9919,9.07,-8.7702,9.07,-9.2944,9.07,-10.2621,9.07,-8.5887,9.07,-10.4234,9.07,-10.4637,9.07,-9.9194,9.07,-9.7782,9.07,-9.2944,9.07,,9.07,,9.07,-9.7782,9.07,-9.9597,9.07,-10.6855,9.07,-11.25,9.07,-10.3629,9.07,-8.9919,9.07,-10.2823,9.07,-10.0202,9.07,-11.2298,9.07,-10.4637,9.07,-9.9597,9.07,-9.7581,9.07,-9.6976,9.07,-10.7056,9.07,-10.4032,9.07,-9.2137,9.07,-9.3952,9.07,-9.8387,9.07,-12.621,9.07,-10.4435,9.07,-11.2903,9.07,-11.129,9.07,-10.2621,9.07,-10.7863,9.07,-9.3347,9.07,-9.2339,9.07,-10.8266,9.07,-9.2339
9.0733,-10.4435,9.0733,-9.2137,9.0733,-10.5847,9.0733,-9.4153,9.0733,-10.2823,9.0733,-10.4234,9.0733,-7.8427,9.0733,-13.1452,9.0733,-9.9798,9.0733,-10.4637,9.0733,-17.7621,9.0733,-10.3831,9.0733,,9.0733,-6.0484,9.0733,-9.9194,9.0733,-10.5444,9.0733,-13.1048,9.0733,-9.5565,9.0733,-10.5645,9.0733,-9.6573,9.0733,-10.3226,9.0733,-10.5444,9.0733,-9.7379,9.0733,-9.1734,9.0733,-9.254,9.0733,-10.4637,9.0733,-8.5887,9.0733,-10.1613,9.0733,-10.2823,9.0733,-9.4355,9.0733,-9.6371,9.0733,-9.3952,9.0733,,9.0733,,9.0733,-9.7177,9.0733,-9.9798,9.0733,-10.504,9.0733,-11.0282,9.0733,-10.4032,9.0733,-8.8911,9.0733,-10.1411,9.0733,-10.1815,9.0733,-11.1694,9.0733,-10.4839,9.0733,-9.9194,9.0733,-9.7177,9.0733,-9.8589,9.0733,-10.7056,9.0733,-10.6452,9.0733,-9.1734,9.0733,-9.6976,9.0733,,9.0733,-12.8427,9.0733,-11.1492,9.0733,-11.1089,9.0733,-11.2097,9.0733,-10.1613,9.0733,-11.25,9.0733,-9.2944,9.0733,-9.1734,9.0733,-10.7056,9.0733,-9.254
9.0767,-10.5645,9.0767,-9.1129,9.0767,-10.9274,9.0767,-9.1935,9.0767,-10.2016,9.0767,-10.3831,9.0767,-8.1653,9.0767,-12.5202,9.0767,-10.0403,9.0767,-10.3831,9.0767,-17.6815,9.0767,-10.6048,9.0767,,9.0767,-5.9274,9.0767,-9.6976,9.0767,-10.3226,9.0767,-13.2661,9.0767,-9.5363,9.0767,-10.4032,9.0767,,9.0767,-10.4032,9.0767,-10.6048,9.0767,-9.2137,9.0767,-9.0121,9.0767,-9.496,9.0767,-10.1008,9.0767,-8.246,9.0767,-10.3024,9.0767,-10.3629,9.0767,-9.6774,9.0767,-9.9798,9.0767,-9.1935,9.0767,,9.0767,,9.0767,-9.7177,9.0767,-10.0,9.0767,-10.5645,9.0767,-10.8669,9.0767,-10.5242,9.0767,-8.8508,9.0767,-10.1613,9.0767,-10.1008,9.0767,-10.9274,9.0767,-10.625,9.0767,-9.879,9.0767,-9.6976,9.0767,-9.5766,9.0767,-10.5444,9.0767,-10.7056,9.0767,-9.1734,9.0767,-9.1331,9.0767,,9.0767,-13.1452,9.0767,-10.9274,9.0767,-11.129,9.0767,-11.0887,9.0767,-10.2016,9.0767,-10.9274,9.0767,-9.375,9.0767,-9.1532,9.0767,-10.7258,9.0767,-9.2137
9.08,-10.625,9.08,-9.0726,9.08,-10.3831,9.08,-9.3145,9.08,-10.121,9.08,-10.3831,9.08,-7.9435,9.08,-12.1371,9.08,-9.9798,9.08,-10.4435,9.08,-17.6411,9.08,,9.08,,9.08,-5.7056,9.08,-10.0,9.08,-10.5645,9.08,-13.2661,9.08,-9.6169,9.08,-10.6452,9.08,-9.7379,9.08,-10.3629,9.08,-10.4032,9.08,-9.3347,9.08,-8.9919,9.08,-9.3548,9.08,-10.2218,9.08,-8.3468,9.08,-10.3831,9.08,-10.1411,9.08,-9.496,9.08,-9.7581,9.08,-9.2944,9.08,,9.08,,9.08,-9.6573,9.08,-10.0403,9.08,-10.625,9.08,-11.3105,9.08,-10.5645,9.08,-8.9516,9.08,-10.0806,9.08,-10.1613,9.08,-11.0685,9.08,-10.625,9.08,-9.879,9.08,-9.7984,9.08,-10.2218,9.08,-10.6855,9.08,-10.4839,9.08,-9.1532,9.08,-9.5363,9.08,-9.8185,9.08,-12.9637,9.08,-10.5847,9.08,-10.9879,9.08,-10.9073,9.08,-9.9194,9.08,-10.9879,9.08,-9.3145,9.08,-9.2742,9.08,-10.8266,9.08,-9.3347
9.0833,-10.5242,9.0833,-9.3145,9.0833,-10.4839,9.0833,-9.3952,9.0833,-10.2016,9.0833,-10.4234,9.0833,-7.9032,9.0833,-12.4395,9.0833,-10.0403,9.0833,-10.4234,9.0833,-17.7218,9.0833,,9.0833,,9.0833,-5.7258,9.0833,-10.0403,9.0833,-10.746,9.0833,-13.1855,9.0833,-9.5161,9.0833,-11.25,9.0833,-9.4355,9.0833,-10.4839,9.0833,-10.7863,9.0833,-9.8992,9.0833,-9.1129,9.0833,-9.2944,9.0833,-10.3024,9.0833,-8.6492,9.0833,-9.9597,9.0833,-10.3024,9.0833,-9.2339,9.0833,-9.6371,9.0833,-9.3347,9.0833,,9.0833,,9.0833,-9.7581,9.0833,-10.121,9.0833,-10.5444,9.0833,-10.9274,9.0833,-10.504,9.0833,-8.8911,9.0833,-9.9194,9.0833,-10.1411,9.0833,-11.1089,9.0833,-10.6653,9.0833,-9.8589,9.0833,-9.7379,9.0833,-9.6573,9.0833,-10.8669,9.0833,-10.625,9.0833,-9.1935,9.0833,-8.3065,9.0833,-10.2621,9.0833,-12.6815,9.0833,-11.0282,9.0833,-10.7661,9.0833,-11.25,9.0833,-9.7984,9.0833,-11.0282,9.0833,-9.2339,9.0833,-9.2742,9.0833,-10.7863,9.0833,-9.0927
9.0867,-10.3024,9.0867,-9.2137,9.0867,-10.8266,9.0867,-10.0605,9.0867,-10.2419,9.0867,-10.5847,9.0867,-7.9435,9.0867,-12.4395,9.0867,-10.0202,9.0867,-10.4637,9.0867,-17.2782,9.0867,,9.0867,,9.0867,-6.0282,9.0867,-9.8185,9.0867,-10.5645,9.0867,-13.1855,9.0867,-9.4556,9.0867,-10.8065,9.0867,-9.2944,9.0867,-10.3629,9.0867,-10.5847,9.0867,-9.7581,9.0867,-9.0524,9.0867,-9.1935,9.0867,-10.2218,9.0867,-8.4677,9.0867,-10.3427,9.0867,-10.121,9.0867,-9.7581,9.0867,-9.7984,9.0867,-9.1129,9.0867,-11.7137,9.0867,,9.0867,-9.7177,9.0867,-10.0605,9.0867,-10.4435,9.0867,-11.1895,9.0867,-10.6653,9.0867,-8.871,9.0867,-10.0403,9.0867,-10.121,9.0867,-11.1492,9.0867,-10.5242,9.0867,-9.6976,9.0867,-9.6169,9.0867,-9.7379,9.0867,-10.7258,9.0867,-10.3226,9.0867,-9.1532,9.0867,-9.2742,9.0867,-10.1613,9.0867,-12.9032,9.0867,-10.9677,9.0867,-10.8468,9.0867,-11.0282,9.0867,-10.0,9.0867,-11.0081,9.0867,-9.3952,9.0867,-9.2944,9.0867,-10.8468,9.0867,-9.2339
9.09,-10.4839,9.09,-9.3347,9.09,-11.3508,9.09,-10.3024,9.09,-10.0806,9.09,-10.2218,9.09,-8.0444,9.09,-12.5,9.09,-10.0,9.09,-10.504,9.09,,9.09,-10.5242,9.09,,9.09,-6.0685,9.09,-10.0,9.09,-10.4032,9.09,-13.2661,9.09,-9.4153,9.09,-10.9073,9.09,,9.09,-10.1008,9.09,-10.504,9.09,-9.7379,9.09,-8.8306,9.09,-9.375,9.09,-10.6855,9.09,-8.629,9.09,-10.2621,9.09,-10.1411,9.09,-9.9395,9.09,-9.7782,9.09,-9.0726,9.09,-11.8347,9.09,,9.09,-9.5766,9.09,-10.0806,9.09,-10.746,9.09,-10.9677,9.09,-10.5847,9.09,-8.9315,9.09,-10.0202,9.09,-10.0605,9.09,-10.8871,9.09,-10.5847,9.09,-9.7581,9.09,-9.5968,9.09,-9.6169,9.09,-11.1694,9.09,-10.5242,9.09,-8.9919,9.09,-9.4355,9.09,,9.09,-12.7419,9.09,-11.0685,9.09,-10.9073,9.09,-11.3306,9.09,-10.0202,9.09,-11.1895,9.09,-9.2137,9.09,-9.2137,9.09,-10.8266,9.09,-9.2742
9.0933,-10.4637,9.0933,-9.254,9.0933,-11.371,9.0933,-10.5847,9.0933,-10.1815,9.0933,-10.2419,9.0933,-7.7823,9.0933,-9.5968,9.0933,-10.0403,9.0933,-10.4435,9.0933,,9.0933,-10.5242,9.0933,,9.0933,-5.9476,9.0933,-9.8185,9.0933,-10.6048,9.0933,-13.3468,9.0933,-9.4758,9.0933,-10.9677,9.0933,-9.4153,9.0933,-10.5645,9.0933,-10.6048,9.0933,-9.7581,9.0933,-9.2137,9.0933,-9.2137,9.0933,-10.4032,9.0933,-8.3669,9.0933,-10.2016,9.0933,-10.121,9.0933,-9.4758,9.0933,-9.9194,9.0933,-9.375,9.0933,-11.9758,9.0933,,9.0933,-9.6774,9.0933,-10.0403,9.0933,-10.5847,9.0933,-11.0282,9.0933,-10.4637,9.0933,-8.9315,9.0933,-10.2218,9.0933,-10.121,9.0933,-10.9879,9.0933,-10.625,9.0933,-9.9194,9.0933,-9.9597,9.0933,-10.0,9.0933,-10.504,9.0933,-10.7863,9.0933,-9.1331,9.0933,-9.7379,9.0933,-9.8992,9.0933,-12.2984,9.0933,-11.1492,9.0933,-10.8468,9.0933,-11.25,9.0933,-10.3629,9.0933,-10.746,9.0933,-9.1935,9.0933,-9.0524,9.0933,-10.8065,9.0933,-9.254
